MaddeID,SiraNo,Bolum,StandartGrubu,KaynakTuru,StandartMaddeNo,KontrolBasligi,DenetciYonlendirmesi,YontemKodu,DogrulamaYontemi,HazirSecenekler,Olcu1Adi,Olcu1Birimi,Olcu2Adi,Olcu2Birimi,TahrikKosulu,MDKosulu,EsikDeger,EsikOperator,Aktif,AranmazKosulu,GorselReferansi,OlcumTanimlariJSON,OtomatikAranmazKuraliJSON,ResmiMaddeMetni,KaynakFormKodu,KaynakFormRevizyonu,KaynakFormTabloNo,KaynakFormSatirNo,DenetimProfilleriJSON,KaynakFormBolumu,KaynakFormAltGrubu
MAD-0232,232,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"📘 Kısa Teknik Açıklamalar 1.2.1 / 1.2.3 → Kat kapılarında erişim, açıklık ve hareket güvenliği; kullanıcıya sıkışma riski olmaması. 2.1 / 2.3 → Kilitlenme, kapı açılma-kapanma güvenliği, kilit kontaklarının konum güvenliği. 1.4 → Hareketli kapı bileşenlerinden düşme veya çarpma riskine karşı koruma. 1.5.6 → Yangın sırasında duman ve alev geçişinin engellenmesi (Yangın Yön. M.53). 4.1 → Kabin içi ve dışı kullanıcı güvenliği; sıkışma ve kenetleme riskleri. 4.2 → Bakım ve muayene personeli için kuyu erişim noktalarında çalışma güvenliği. | ZA: 📘 Kısa Teknik Açıklamalar 1.2.1 / 1.2.3 → Kat kapılarında erişim, açıklık ve hareket güvenliği; kullanıcıya sıkışma riski olmaması. 2.1 / 2.3 → Kilitlenme, kapı açılma-kapanma güvenliği, kilit kontaklarının konum güvenliği. 1.4 → Hareketli kapı bileşenlerinden düşme veya çarpma riskine karşı koruma. 1.5.6 → Yangın sırasında duman ve alev geçişinin engellenmesi (Yangın Yön. M.53). 4.1 → Kabin içi ve dışı kullanıcı güvenliği; sıkışma ve kenetleme riskleri. 4.2 → Bakım ve muayene personeli için kuyu erişim noktalarında çalışma güvenliği.","Kabin Kapısı, Durak Kapıları ve Katlar","📘 Kısa Teknik Açıklamalar 1.2.1 / 1.2.3 → Kat kapılarında erişim, açıklık ve hareket güvenliği; kullanıcıya sıkışma riski olmaması. 2.1 / 2.3 → Kilitlenme, kapı açılma-kapanma güvenliği, kilit kontaklarının konum güvenliği. 1.4 → Hareketli kapı bileşenlerinden düşme veya çarpma riskine karşı koruma. 1.5.6 → Yangın sırasında duman ve alev geçişinin engellenmesi (Yangın Yön. M.53). 4.1 → Kabin içi ve dışı kullanıcı güvenliği; sıkışma ve kenetleme riskleri. 4.2 → Bakım ve muayene personeli için kuyu erişim noktalarında çalışma güvenliği.","📘KısaTeknikAçıklamalar1.2.1/1.2.3→Katkapılarındaerişim,açıklıkvehareketgüvenliği;kullanıcıyasıkışmariskiolmaması.2.1/2.3→Kilitlenme,kapıaçılma-kapanmagüvenliği,kilitkontaklarınınkonumgüvenliği.1.4→Hareketlikapıbileşenlerindendüşmeveyaçarpmariskinekarşıkoruma.1.5.6→Yangınsırasındadumanvealevgeçişininengellenmesi(YangınYön.M.53).4.1→Kabiniçivedışıkullanıcıgüvenliği;sıkışmavekenetlemeriskleri.4.2→Bakımvemuayenepersoneliiçinkuyuerişimnoktalarındaçalışmagüvenliği.",null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0233,233,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,10.5.2.3 | ZA: 1.2.1 4.2,Sınır güvenlik kesicileri,Sınır güvenlik kesicilerinin doğrudan kabin tarafından veya kabine bağlı dolaylı olarak çalıştığını kontrol edin.,"A,B",Görsel + Test,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Sınır güvenlik kesicileri (doğrudan kabin tarafından veya kabine bağlı dolaylı olarak),ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0234,234,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,Yangın Yön. M.62- (4) | ZA: 1.5.6,Kuyu havalandırma açıklığı ölçüsü,"Kuyu havalandırma açıklığının en az 0,1 m² olmak üzere kuyu alanının 0,025 katı kadar olduğunu ölçün.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,0.1,>=,true,null,null,[],null,"Kuyu havalandırması (en az 0,1 m2 olmak üzere kuyu alanının 0,025 katı kadar)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0235,235,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.7.1.1 a | ZA: 1.2.1 4.2,Kabin ray uzunluğu,"Kabin ray uzunluğunun en az 0,1 + 0,035v² m olduğunu ölçün.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin ray uzunluğu (en az 0,1 + 0,035.v2 m)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0236,236,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.7.1.1 b | ZA: 1.2.1 4.2,Kabin üstü-kuyu tavanı mesafesi,"Kabin üstü ile kuyu tavanı arasındaki mesafenin en az 1,0 + 0,035v² m olduğunu ölçün.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin üstünün kuyu tavanı arasındaki mesafe (en az 1,0 + 0,035 v² m)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0237,237,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.7.1.1 c | ZA: 1.2.1 4.2,Kabin üstü teçhizat ve kuyu tavanı arası mesafeler,"Kabin üstündeki en yüksek teçhizat ile kuyu tavanı arasının en az 0,3+0,035v² m, patenler/makaralar/halat bağlantıları/kabin üstü siperi/kapı başlık parçaları ile kuyu tavanı arasının en az 0,1+0,035v² m olduğunu ölçün.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin üstündeki en yüksek teçhizat ile kuyu tavanı arasında en az 0,3 + 0,035 v² m - Patenler, makaralar, halat bağlantıları, kabin üstü siperi ve kapı başlık parçalarının kuyu tavanı arası en az 0,1 + 0,035 v² m",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0238,238,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"5.7.1.1 d Ek-I, 2.2 | ZA: 2.2",Kuyu üstü sığınma boşluğu ölçüleri,"Kuyu üstünde en az 0,5x0,6x0,8 m sığınma boşluğu bulunduğunu ve bu boşlukta halat/bağlantı merkezinin düşey yüzeylerden 0,15 m'den fazla uzakta olmadığını kontrol edin.","A,C",Görsel + Ölçüm,null,üst güvenlik alanı ölçüleri,null,null,null,null,null,null,null,true,null,null,[],null,"En az 0,5 x 0,6 x 0,8 m sığınma boşluğu (halat ve bağlantıları bu boşlukta yer alıyorsa halatların merkezi bloğun düşey yüzeylerin 0,15 m'den daha fazlasında olmamalı)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0239,239,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"Ek-I, 2.2 | ZA: 2.2",Sığınma boşluğu sağlanamayan durumlarda alternatif önlem,Sığınma boşluğu sağlanamıyorsa (özellikle mevcut binalarda) TS EN 81-21'e göre alternatif risk önleme yönteminin uygulandığını kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Bu sığınma boşluğu sağlanmıyor ise (özellikle mevcut binalarda) riskin önlenmesi için farklı uygulanabilir yöntemler kullanılabilir. (bkz. TS EN 81-21),ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0240,240,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.7.1.2 | ZA: 1.2.1 4.2,Karşı ağırlık ray uzunluğu,"Karşı ağırlık ray uzunluğunun en az 0,1 + 0,035v² m olduğunu ölçün.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Karşı ağırlık ray uzunluğu (en az 0,1 + 0,035 v2 m)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0241,241,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.9 | ZA: 1.6 4.2,Kuyu üstü aydınlatma seviyesi,"Kuyu aydınlatmasının kabin üstünden 1 m'de en az 50 lüks olduğunu ve en yakın lambanın tavandan en fazla 0,5 m uzaklıkta olduğunu ölçün.","A,C",Görsel + Ölçüm,null,lüks,null,null,null,null,null,null,null,true,null,null,[],null,"Kuyu aydınlatması (kabin üstü 1m'de en az 50 lüks, tavandan en fazla 0,5 m)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0242,242,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,13.5.1.3/13.5.3.5/13.5.2 | ZA: 1.6 4.2,Kuyu içi elektrik tesisatı kesit ve montaj şartı,"İletkenlerin kesit alanının en az 0,75 mm² olduğunu, boru/kanal içinde tesis edildiğini ve kablo uçlarının cihaz içine sokulduğunu veya uygun rakorla sonlandırıldığını kontrol edin.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,0.75,>=,true,null,null,[],null,"İletkenlerin kesit alanı en az 0,75 mm², boru / kanal içinde olması, kablo uçları cihazların içine kadar sokulmalı veya uygun bir rakor içinde son bulmalı",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0243,243,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"7.7.3.1.1 / Ek-I, 2.3 | ZA: 2.3",Durak kapısı kilitleme tertibatı derinliği ve topraklaması,Durak kapısı kilit dilinin yuvasına en az 7 mm girdiğini ve topraklama sürekliliğinin sağlandığını kontrol edin.,"A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Durak kapı kilitleme tertibatı (kilit dilinin yuvasına 7 mm girmesi, topraklama sürekliliği)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0244,244,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.4.3 | ZA: 1.4,Durak kapıları etek sacı ölçü ve dayanımı,"Durak kapıları etek sacının ölçülerini (kilit açılma bölgesi yarı uzunluğu+5 cm, kabin giriş genişliği her iki yandan+en az 2,5 cm), sert metal kaplamasını, 5 cm²'ye 300 N'da kalıcı deformasyon olmadığını, 1 cm'den fazla esnemediğini ve en az 60° açı + 2 cm sert pah bulunduğunu kontrol edin.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,2.5,>=,true,null,null,[],null,"Durak kapıları etek sacı (kilit açılma bölgesinin yarı uzunluğu+5 cm, kabin giriş genişliği her iki yandan+en az 2,5 cm, metal düzgün sert kaplama, 5cm2 300N'da kalıcı şekil değişikliği olmamalı, 1 cm'den fazla esnememeli, en az 60º açı ve 2 cm sert bir pah",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0245,245,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,7.7.1 | ZA: 2.1,Kilit açılma bölgesi ölçüleri,"Kilit açılma bölgesinin durak seviyesinin en fazla 0,2 m altı/üstü (tam otomatik kapılarda 0,35 m altı/üstü) olduğunu ölçün.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,0.2,<=,true,null,null,[],null,"Kilit açılma bölgesi, durak seviyesinin en fazla 0,2 m altı ve 0,2 m üstü, tam otomatik asansörler kapılarında durak seviyesinin en fazla 0,35 m altı ve 0,35 m üstü",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0246,246,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"11.3 Ek-I, 4.3 | ZA: 4.3",Kabin-karşı ağırlık arası açıklık,Kabin ile karşı ağırlık veya dengeleme ağırlığı arasındaki açıklığın en az 50 mm olduğunu ölçün.,"A,C",Görsel + Ölçüm,null,mm,null,null,null,null,null,50,>=,true,null,null,[],null,Kabin ile karşı ağırlık veya dengeleme ağırlığı arasındaki açıklık (en az 50 mm),ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0247,247,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"8.18.1 Ek-I, 4.3 | ZA: 4.3",Karşı ağırlık/dengeleme ağırlığı bloklarının sabitliği,Karşı ağırlık ve dengeleme ağırlığı bloklarının yerinden çıkmasının engellendiğini kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Karşı ağırlık ve dengeleme ağırlığı (blokların yerinden çıkmasının engellenmesi),ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0248,248,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.4.2 | ZA: 1.4,Kabin girişi karşısındaki kuyu duvarı yüzeyi,"Kabin girişine bakan kuyu duvarının, kapı genişliği boyunca kesintisiz bir yüzey oluşturduğunu kontrol edin.",A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin girişine bakan kuyu duvarının, kapının genişliği boyunca kesintisiz bir yüzey",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0249,249,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,11.2.1 | ZA: 4.2,Kuyu iç yüzeyi ile kabin eşiği arası yatay açıklık,"Kuyu iç yüzeyi ile kabin eşiği/kapı çerçevesi arasındaki yatay açıklığın 0,15 m'yi aşmadığını (istisnai durumlarda 0,2 m sınırına uyduğunu) ölçün.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kuyu iç yüzeyi ile kabin eşiği, kabin kapısı çerçevesi veya sürmeli kapılarda kapanan kenar arasındaki yatay açıklık 0,15 m'yi aşmamalıdır. Bu açıklık; -0,5m'yi aşmayan bir yükseklik boyunca 0,2 m olabilir, -Düşey hareketli sürmeli kapıya sahip yük asansöründe hareket boyunca 0,2 m olabilir - Mekanik olarak kilitlenen ve kilit açılma bölgesinde açılan kabin kapılarında sınır yoktur.",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0250,250,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.3.1.1 | ZA: 1.4,Kuyu duvarlarının mekanik dayanımı,Kuyu duvarlarının 5 cm²'lik alana 300 N kuvvete dayandığını kontrol edin.,"A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,Kuyu duvarlarının dayanımı (5 cm²'ye 300 N),ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0251,251,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,5.8 | ZA: 1.6 4.2,Kuyuda asansöre ait olmayan teçhizat bulunmaması,"Kuyuda asansörün çalışması veya güvenliğiyle ilgisi olmayan boru, kablo, kanal veya başka bir tesisat bulunmadığını kontrol edin.",A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Asansöre ait olmayan teçhizat,ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0252,252,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"📘 Kısa Teknik Açıklamalar 1.2.1 → Kuyu üstü çalışma alanı ve erişim yollarının güvenliği. 1.4 → Kuyu içi hareketli bileşenlerle temas veya düşme riskine karşı koruma. 1.5.6 → Yangın durumunda kuyu içi malzemelerin dayanımı ve yangın yönetmeliğiyle uyum. 1.6 → Elektriksel donanımın, sınır kesicilerin ve aydınlatma tesisatının güvenliği. 2.1 / 2.2 / 2.3 → Kapı, kilitleme ve erişim açıklıklarının emniyetli çalışması. 4.2 → Bakım ve muayene personelinin kuyu içi çalışma güvenliği. 4.3 → Karşı ağırlık ve hareketli sistemlerin korunması, tampon mesafeleri ve çarpışma önlemleri. | ZA: 📘 Kısa Teknik Açıklamalar 1.2.1 → Kuyu üstü çalışma alanı ve erişim yollarının güvenliği. 1.4 → Kuyu içi hareketli bileşenlerle temas veya düşme riskine karşı koruma. 1.5.6 → Yangın durumunda kuyu içi malzemelerin dayanımı ve yangın yönetmeliğiyle uyum. 1.6 → Elektriksel donanımın, sınır kesicilerin ve aydınlatma tesisatının güvenliği. 2.1 / 2.2 / 2.3 → Kapı, kilitleme ve erişim açıklıklarının emniyetli çalışması. 4.2 → Bakım ve muayene personelinin kuyu içi çalışma güvenliği. 4.3 → Karşı ağırlık ve hareketli sistemlerin korunması, tampon mesafeleri ve çarpışma önlemleri.",Kuyu Üst Boşluğu ve Kuyu İçi,"📘 Kısa Teknik Açıklamalar 1.2.1 → Kuyu üstü çalışma alanı ve erişim yollarının güvenliği. 1.4 → Kuyu içi hareketli bileşenlerle temas veya düşme riskine karşı koruma. 1.5.6 → Yangın durumunda kuyu içi malzemelerin dayanımı ve yangın yönetmeliğiyle uyum. 1.6 → Elektriksel donanımın, sınır kesicilerin ve aydınlatma tesisatının güvenliği. 2.1 / 2.2 / 2.3 → Kapı, kilitleme ve erişim açıklıklarının emniyetli çalışması. 4.2 → Bakım ve muayene personelinin kuyu içi çalışma güvenliği. 4.3 → Karşı ağırlık ve hareketli sistemlerin korunması, tampon mesafeleri ve çarpışma önlemleri.","📘KısaTeknikAçıklamalar1.2.1→Kuyuüstüçalışmaalanıveerişimyollarınıngüvenliği.1.4→Kuyuiçihareketlibileşenlerletemasveyadüşmeriskinekarşıkoruma.1.5.6→Yangındurumundakuyuiçimalzemelerindayanımıveyangınyönetmeliğiyleuyum.1.6→Elektrikseldonanımın,sınırkesicilerinveaydınlatmatesisatınıngüvenliği.2.1/2.2/2.3→Kapı,kilitlemeveerişimaçıklıklarınınemniyetliçalışması.4.2→Bakımvemuayenepersonelininkuyuiçiçalışmagüvenliği.4.3→Karşıağırlıkvehareketlisistemlerinkorunması,tamponmesafeleriveçarpışmaönlemleri.",null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0253,253,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,6.2.1 | ZA: 1.2.1 4.2,Makine/makara dairesi geçiş yollarının aydınlatması,Makine ve makara dairesine geçiş yollarında sabit tesis edilmiş yeterli aydınlatma bulunduğunu kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Geçiş yollarında sabit tesis edilmiş yeterli aydınlatma,ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0254,254,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,6.2.1 | ZA: 1.2.1 4.2,Makine/makara dairesine geçişin özel mekândan bağımsız olması,Makine ve makara dairelerine özel bir mekândan geçmeden her zaman rahat ve güvenilir geçiş sağlandığını kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Özel mekândan geçmeden, her zaman rahat ve güvenilir geçiş",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0255,255,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,6.2.2 | ZA: 1.2.1 4.2,Makine/makara mekânlarına merdivenle erişim,Makine ve makara mekânlarına sabit veya portatif merdivenle güvenilir erişim sağlandığını kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Makine ve makara mekânlarına güvenilir erişim (sabit / portatif merdiven),ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0256,256,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,6.2.2 | ZA: 1.2.1 4.2,Portatif dayama merdiveni şartları,"Portatif dayama merdiveninin en fazla 4 m yükseklikte, girişe sabitlenmiş, kaymaz/devrilmez, 1,5 m üstünde 65-75° açılı, basamak genişliği en az 0,35 m ve derinliği en az 25 mm, tutamaklı ve düşme riskine karşı önlemli olduğunu kontrol edin.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Erişim şekli portatif dayama merdivense; - En fazla 4 m yükseklikte olmalı, - Girişe tespit edilmeli, kaymaya / devrilmeye elverişli olmamalı, - 1,5 m'den yüksek ise yatayla 65°- 75° açısı olmalı, - Basamaklar genişliği en az 0,35 m, derinliği en az 25 mm - Düşey duran merdivenlerde basamaklar ile duvar arası en az 0,15 m olmalı, - En az bir adet tutamak olmalı, -1,5m yatay mesafede merdiven boyundan daha fazla yükseklikten düşme riski engellenmeli",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0257,257,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"📘 Kısa Teknik Açıklamalar 1.2.1 → Makine dairesine veya makaralı daireye erişim yolları, platformlar ve kapı açıklıklarının güvenli olması gerekliliği. 4.2 → Bakım ve muayene personelinin erişim sırasında düşme, sıkışma veya elektriksel tehlikelere karşı korunması. Bu bölümdeki maddeler, çalışma alanına güvenli giriş-çıkış (örneğin merdiven eğimi, korkuluk yüksekliği, geçit açıklığı vb.) ve kuyu ile makine dairesi arasındaki erişim bütünlüğünü değerlendirir. | ZA: 📘 Kısa Teknik Açıklamalar 1.2.1 → Makine dairesine veya makaralı daireye erişim yolları, platformlar ve kapı açıklıklarının güvenli olması gerekliliği. 4.2 → Bakım ve muayene personelinin erişim sırasında düşme, sıkışma veya elektriksel tehlikelere karşı korunması. Bu bölümdeki maddeler, çalışma alanına güvenli giriş-çıkış (örneğin merdiven eğimi, korkuluk yüksekliği, geçit açıklığı vb.) ve kuyu ile makine dairesi arasındaki erişim bütünlüğünü değerlendirir.",Makine Ve Makara Dairesine Erişim,"📘 Kısa Teknik Açıklamalar 1.2.1 → Makine dairesine veya makaralı daireye erişim yolları, platformlar ve kapı açıklıklarının güvenli olması gerekliliği. 4.2 → Bakım ve muayene personelinin erişim sırasında düşme, sıkışma veya elektriksel tehlikelere karşı korunması. Bu bölümdeki maddeler, çalışma alanına güvenli giriş-çıkış (örneğin merdiven eğimi, korkuluk yüksekliği, geçit açıklığı vb.) ve kuyu ile makine dairesi arasındaki erişim bütünlüğünü değerlendirir.","📘KısaTeknikAçıklamalar1.2.1→Makinedairesineveyamakaralıdaireyeerişimyolları,platformlarvekapıaçıklıklarınıngüvenliolmasıgerekliliği.4.2→Bakımvemuayenepersonelininerişimsırasındadüşme,sıkışmaveyaelektrikseltehlikelerekarşıkorunması.Bubölümdekimaddeler,çalışmaalanınagüvenligiriş-çıkış(örneğinmerdiveneğimi,korkulukyüksekliği,geçitaçıklığıvb.)vekuyuilemakinedairesiarasındakierişimbütünlüğünüdeğerlendirir.",null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0258,258,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,6.3.4.1 | ZA: 1.4 4.2,Makine dairesi giriş kapısı ölçüleri,"Makine dairesi giriş kapısının açılma yönünü, en az 0,6 m genişliğini ve en az 1,8 m yüksekliğini ölçün.","A,C",Görsel + Ölçüm,null,genişlik,null,yükseklik,null,null,null,0.6,>=,true,null,null,[],null,"Makine dairesi giriş kapısı (açılma yönü, en az 0,6 m genişlik ve en az 1,8 m yükseklik)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0259,259,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,"6.3.4.3 Ek-I, 1.5.2 | ZA: 1.5.2",Makine dairesi giriş kapısı kilit tertibatı,"Makine dairesi giriş kapısının içeriden anahtarsız, dışarıdan anahtarla açıldığını kontrol edin.","A,B",Görsel + Test,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Makine dairesi giriş kapısı kilit tertibatı (içeriden anahtarsız, dışarıdan anahtarla)",ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0260,260,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,6.3.6 | ZA: 1.2.1 4.2,Makine dairesi havalandırmasında pis hava girişi olmaması,Binanın diğer bölümlerinden gelen pis havanın doğrudan makine dairesine girmediğini kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Binanın diğer bölümlerinden gelen pis hava doğrudan makine dairesine girmemeli,ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
MAD-0261,261,02 - Kuyu Boyunca,81-1/2+A3,Standart / ÜB.FR.39,15.4.1 | ZA: 4.2,Makine dairesi giriş kapısı uyarı yazısı,Makine dairesi giriş kapısının dış yüzünde uyarı yazısı bulunduğunu kontrol edin.,"A,E",Görsel + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Makine dairesi giriş kapısı dış yüzünde uyarı yazısı,ÜB.FR.39,R.02,null,null,"[""modul_g_tam""]",null,null
